Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NumCompaniesWorked;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
34;Yes;Travel_Rarely;1294;Research & Development;8;1;Medical;3;Male;79;3;1;Laboratory Technician;1;Married;2768;15999;1;;Yes;17;30.0;3;800.0;0;1;3;3;7;0;0;0
38;No;Travel_Frequently;1229;Research & Development;8;1;Life Sciences;4;Male;36;4;1;Laboratory Technician;4;Married;5321;4892;1;Y;No;19;30.0;4;800.0;0;1;1;3;8;0;0;1
36;No;Non-Travel;1086;Research & Development;7;1;Medical;1;Female;62;2;1;Laboratory Technician;4;Divorced;7677;6054;6;;No;14;30.0;3;;3;8;6;3;1;3;0;3
34;No;Travel_Rarely;977;Research & Development;2;1;Other;4;Female;57;3;1;Laboratory Technician;3;Divorced;6029;7298;6;Y;Yes;19;30.0;3;;1;7;3;2;2;2;0;2
47;Yes;Travel_Rarely;381;Research & Development;9;3;Medical;2;Male;89;3;1;Laboratory Technician;1;Single;70301;16998;2;Y;Yes;11;40.0;3;800.0;0;4;3;2;17;0;0;0
53;No;Travel_Rarely;1323;Research & Development;2;3;Life Sciences;3;Male;89;2;1;Laboratory Technician;4;Single;2450;3300;7;Y;No;15;30.0;2;800.0;0;6;4;2;2;2;2;2
45;No;Travel_Rarely;1153;Research & Development;6;2;Other;4;Male;40;2;1;Laboratory Technician;3;Married;2348;16376;1;;No;11;30.0;2;;1;5;2;3;17;4;0;4
38;No;Travel_Frequently;193;Research & Development;2;3;Life Sciences;4;Male;52;2;1;Laboratory Technician;4;Married;2610;14222;1;;Yes;12;30.0;2;;1;2;2;3;4;2;2;2
45;Yes;Travel_Rarely;676;Research & Development;9;4;Life Sciences;4;Male;86;3;1;Laboratory Technician;1;Single;4805;21831;3;;No;14;30.0;2;;0;15;3;1;8;4;1;0
51;No;Travel_Frequently;653;Research & Development;29;5;Life Sciences;4;Female;50;3;2;Laboratory Technician;4;Single;2838;5456;1;;No;11;30.0;4;800.0;0;10;6;3;7;3;9;9
40;No;Travel_Rarely;1313;Research & Development;1;2;Medical;2;Male;59;2;1;Laboratory Technician;3;Divorced;9705;20439;1;Y;No;12;30.0;3;;3;1;2;2;1;1;0;0
34;No;Travel_Rarely;1277;Research & Development;8;5;Life Sciences;1;Male;87;1;1;Laboratory Technician;3;Married;9725;5869;1;Y;No;19;30.0;4;;3;3;2;3;15;2;1;2
31;No;Travel_Rarely;1462;Research & Development;11;3;Medical;1;Female;94;3;1;Laboratory Technician;3;Single;46817;19106;4;Y;No;18;30.0;1;;0;8;2;3;11;2;0;2
27;No;Travel_Rarely;922;Research & Development;3;2;Life Sciences;1;Female;39;3;1;Laboratory Technician;4;Divorced;11591;2561;5;;No;22;30.0;1;800.0;1;7;2;3;2;0;0;0
30;No;Travel_Rarely;443;Research & Development;8;1;Life Sciences;3;Male;48;3;1;Laboratory Technician;3;Married;3491;17872;1;Y;No;11;30.0;1;;1;8;2;3;10;3;0;7
43;No;Travel_Frequently;432;Research & Development;9;4;Life Sciences;4;Male;96;3;1;Laboratory Technician;4;Married;2437;18725;3;Y;No;23;30.0;2;800.0;2;10;4;3;1;2;0;3
32;Yes;Travel_Rarely;310;Research & Development;7;2;Technical Degree;4;Female;72;3;1;Laboratory Technician;3;Married;5228;3666;8;Y;No;11;30.0;4;800.0;1;14;2;1;13;9;9;8
34;No;Travel_Rarely;905;Research & Development;19;2;Medical;3;Male;99;3;2;Laboratory Technician;4;Married;54645;16523;8;Y;Yes;15;30.0;3;;1;15;2;4;13;2;3;7
27;No;Travel_Rarely;1269;Research & Development;4;1;Life Sciences;1;Female;46;2;1;Laboratory Technician;4;Married;35075;10778;0;Y;No;17;30.0;4;;0;6;5;2;8;2;3;4
36;No;Travel_Rarely;1400;Research & Development;3;3;Life Sciences;3;Male;53;3;1;Laboratory Technician;4;Married;3420;16734;4;Y;No;15;30.0;3;800.0;1;9;2;1;6;3;1;4
34;No;Travel_Rarely;594;Research & Development;2;1;Technical Degree;3;Male;100;3;1;Laboratory Technician;4;Married;7083;19299;0;Y;No;14;30.0;3;;1;3;3;3;10;1;2;1
56;No;Travel_Rarely;655;Research & Development;7;4;Life Sciences;4;Male;48;3;2;Laboratory Technician;4;Divorced;7260;9528;3;Y;No;22;;4;800.0;1;10;2;2;6;7;1;7
50;No;Travel_Rarely;185;Research & Development;10;4;Life Sciences;3;Male;33;3;1;Laboratory Technician;4;Single;2380;10675;0;Y;No;19;30.0;1;;0;9;5;3;1;7;1;7
35;No;Travel_Rarely;201;Research & Development;1;4;Life Sciences;2;Male;95;3;1;Laboratory Technician;1;Divorced;7677;20490;3;Y;No;16;30.0;2;;1;8;2;3;1;2;1;2
31;Yes;Travel_Rarely;805;Research & Development;1;2;Life Sciences;2;Female;36;2;1;Laboratory Technician;1;Married;11031;6689;1;Y;Yes;11;40.0;4;800.0;1;1;2;3;11;0;0;0
29;Yes;Travel_Rarely;688;Research & Development;3;3;Medical;1;Female;91;3;1;Laboratory Technician;1;Married;11591;9396;5;Y;No;13;30.0;3;;1;6;3;3;2;2;0;2
36;Yes;Travel_Frequently;234;Research & Development;9;4;Life Sciences;4;Male;93;3;2;Laboratory Technician;1;Married;5689;6208;4;Y;No;17;30.0;3;;1;11;2;2;10;1;0;7
34;Yes;Travel_Rarely;471;Research & Development;24;3;Technical Degree;3;Male;66;1;1;Laboratory Technician;4;Single;5429;23213;1;Y;Yes;18;30.0;2;800.0;0;1;1;1;8;0;0;0
29;No;Travel_Frequently;328;Research & Development;1;3;Medical;3;Female;86;2;1;Laboratory Technician;3;Married;5765;3425;2;;No;15;30.0;4;800.0;1;5;4;2;5;2;0;2
29;No;Travel_Rarely;311;Research & Development;20;3;Life Sciences;2;Male;89;3;2;Laboratory Technician;3;Divorced;15505;18624;1;;No;11;30.0;1;800.0;1;10;2;3;3;8;0;2
29;No;Travel_Rarely;968;Research & Development;6;2;Medical;2;Male;40;2;1;Laboratory Technician;3;Single;4723;4257;0;;No;14;30.0;2;;0;8;3;2;10;0;7;7
27;Yes;Travel_Rarely;1330;Research & Development;21;3;Medical;1;Female;37;3;1;Laboratory Technician;3;Divorced;4938;19373;1;;No;20;30.0;3;800.0;1;1;2;2;0;1;0;0
36;No;Travel_Rarely;534;Research & Development;15;3;Medical;2;Female;59;3;1;Laboratory Technician;4;Single;11591;23785;1;Y;No;15;30.0;3;;0;1;3;3;2;0;0;0
36;Yes;Travel_Rarely;1009;Research & Development;1;3;Medical;1;Male;45;2;1;Laboratory Technician;2;Divorced;2936;7160;1;;No;15;30.0;1;;2;1;4;3;6;0;0;0
56;No;Travel_Frequently;1082;Research & Development;9;4;Medical;4;Female;43;3;1;Laboratory Technician;3;Married;13212;25412;9;;No;17;;3;800.0;1;9;2;3;7;3;1;2
35;No;Travel_Rarely;1324;Research & Development;3;3;Medical;3;Male;81;4;1;Laboratory Technician;1;Married;3407;9964;4;Y;Yes;20;30.0;1;800.0;3;12;2;2;10;0;0;0
41;No;Non-Travel;1413;Research & Development;5;2;Technical Degree;3;Female;84;4;1;Laboratory Technician;3;Single;6811;25470;0;Y;No;14;30.0;1;800.0;0;7;3;1;8;5;1;3
28;No;Travel_Rarely;636;Research & Development;4;4;Other;4;ND;47;2;1;Laboratory Technician;4;Married;4382;26537;1;Y;No;13;30.0;2;;1;2;2;4;2;2;2;2
44;Yes;Travel_Rarely;523;Research & Development;2;3;Life Sciences;2;Female;94;3;1;Laboratory Technician;4;Married;11591;21081;6;Y;Yes;13;30.0;3;;1;7;1;1;2;2;2;2
51;No;Travel_Rarely;135;Research & Development;19;3;Medical;3;Female;46;3;2;Laboratory Technician;2;Divorced;13116;22534;4;Y;No;13;;3;800.0;2;15;2;4;2;8;5;10
40;No;Travel_Rarely;805;Research & Development;4;2;Life Sciences;3;Male;57;3;2;Laboratory Technician;2;Married;2387;23163;1;Y;No;12;40.0;2;;0;9;3;2;4;7;0;8
26;No;Non-Travel;727;Research & Development;3;3;Life Sciences;3;Male;41;2;1;Laboratory Technician;3;Married;2570;16900;1;Y;No;18;40.0;3;;2;1;5;3;7;0;0;0
18;No;Non-Travel;895;Research & Development;15;2;Life Sciences;1;Male;50;3;1;Laboratory Technician;3;Divorced;1904;22482;1;Y;No;16;30.0;4;;1;4;0;2;0;2;2;2
44;Yes;Travel_Rarely;1033;Research & Development;9;3;Medical;1;Male;41;3;1;Laboratory Technician;1;Single;11591;10224;7;Y;No;22;;1;800.0;0;10;5;4;2;4;0;4
36;No;Travel_Rarely;1265;Research & Development;3;3;Life Sciences;3;Male;95;4;2;Laboratory Technician;4;Married;5021;23726;2;;Yes;13;40.0;2;;1;17;2;2;4;3;1;3
35;No;Travel_Rarely;116;Research & Development;13;3;Other;3;Male;77;2;1;Laboratory Technician;2;Married;7677;7331;1;Y;No;20;;3;;1;2;2;3;1;2;2;2
32;Yes;Travel_Rarely;251;Research & Development;10;2;Life Sciences;1;Male;45;2;1;Laboratory Technician;3;Single;3730;25308;1;Y;No;20;30.0;3;;0;2;2;1;3;2;2;2
34;No;Travel_Rarely;652;Research & Development;7;3;Other;3;ND;100;4;1;Laboratory Technician;1;Single;2972;23577;0;Y;No;12;30.0;4;;0;8;4;3;1;7;0;7
36;No;Travel_Rarely;506;Research & Development;29;1;Medical;2;Female;91;3;1;Laboratory Technician;1;Divorced;31161;3622;1;Y;No;13;40.0;2;800.0;3;6;2;4;7;2;1;2
31;No;Travel_Frequently;329;Research & Development;1;4;Life Sciences;2;Female;88;3;1;Laboratory Technician;2;Married;7677;6762;3;Y;No;22;30.0;3;;1;7;3;3;1;2;0;3
36;No;Travel_Rarely;853;Research & Development;7;4;Life Sciences;3;Female;49;3;2;Laboratory Technician;3;Divorced;2074;11309;1;;No;13;30.0;1;;3;10;2;2;1;7;8;9
30;No;Non-Travel;138;Research & Development;2;3;Medical;2;ND;37;3;2;Laboratory Technician;2;Single;4736;15986;5;Y;No;11;30.0;4;;0;10;2;3;2;2;1;2
41;No;Travel_Rarely;1490;Research & Development;2;2;Life Sciences;4;Female;42;3;1;Laboratory Technician;4;Married;5003;12106;1;Y;Yes;23;30.0;3;800.0;1;1;6;3;2;0;0;0
36;No;Non-Travel;1431;Research & Development;1;4;Medical;3;Male;96;3;1;Laboratory Technician;3;Divorced;3500;15417;7;;No;14;;3;800.0;3;7;2;3;6;2;1;2
35;No;Travel_Rarely;1474;Research & Development;5;2;Other;2;Female;97;3;1;Laboratory Technician;3;Married;5204;9260;4;Y;No;17;30.0;4;;1;8;2;3;10;2;2;0
38;No;Travel_Rarely;1124;Research & Development;1;3;Life Sciences;4;Female;97;3;1;Laboratory Technician;4;Single;3702;19305;1;;No;15;;3;;0;0;3;4;5;0;0;0
37;No;Non-Travel;1300;Research & Development;17;2;Medical;3;Male;79;3;2;Laboratory Technician;1;Divorced;7642;13535;1;Y;No;12;;4;;1;10;2;3;10;0;1;8
36;Yes;Travel_Rarely;230;Research & Development;3;3;Life Sciences;3;Male;54;3;1;Laboratory Technician;3;Single;46817;25233;1;Y;No;13;30.0;3;800.0;0;0;2;3;11;0;0;0
36;No;Travel_Rarely;1302;Research & Development;19;3;Other;4;Female;67;2;1;Laboratory Technician;1;Divorced;70301;16290;1;;No;11;30.0;1;800.0;2;7;2;3;17;7;0;7
36;Yes;Travel_Rarely;329;Research & Development;24;3;Medical;3;Female;51;3;1;Laboratory Technician;2;Married;7412;7324;1;Y;Yes;17;30.0;3;800.0;3;1;3;3;9;1;0;0
33;No;Travel_Rarely;990;Research & Development;27;3;Technical Degree;4;Female;87;4;1;Laboratory Technician;2;Divorced;3838;5855;5;Y;No;12;30.0;3;800.0;1;8;5;3;5;4;0;2
35;No;Travel_Rarely;546;Research & Development;10;3;Life Sciences;2;Male;83;3;1;Laboratory Technician;2;Divorced;23333;6896;1;Y;No;14;30.0;2;;2;1;2;3;5;0;1;0
56;No;Travel_Rarely;938;Research & Development;2;4;Medical;3;Male;79;3;1;Laboratory Technician;3;Single;2339;12287;4;Y;No;21;;3;800.0;0;16;4;3;10;8;3;9
26;Yes;Travel_Rarely;303;Research & Development;2;3;Life Sciences;2;ND;47;2;1;Laboratory Technician;4;Single;2340;9241;1;Y;No;22;30.0;3;800.0;0;1;3;2;0;0;1;0
29;No;Travel_Rarely;1062;Research & Development;2;3;Medical;3;Male;75;3;1;Laboratory Technician;2;Married;4187;3956;1;Y;No;13;30.0;3;;1;8;3;3;10;0;0;7
29;Yes;Travel_Frequently;289;Research & Development;2;2;Medical;3;Female;38;2;1;Laboratory Technician;1;Single;35075;5355;7;Y;No;11;30.0;3;;0;8;1;2;8;0;0;0
24;No;Travel_Rarely;748;Research & Development;9;2;Medical;1;Male;74;3;1;Laboratory Technician;4;Single;1555;16458;1;Y;No;13;;3;800.0;0;12;2;3;1;9;5;8
36;Yes;Travel_Rarely;1368;Research & Development;4;1;Technical Degree;3;Female;99;2;1;Laboratory Technician;3;Single;4789;9129;5;Y;No;16;;3;800.0;0;4;3;3;3;2;1;2
36;No;Travel_Rarely;982;Research & Development;1;4;Medical;4;Female;58;2;1;Laboratory Technician;3;Married;2210;16340;6;Y;No;12;30.0;2;;1;10;3;3;1;0;1;7
42;Yes;Travel_Rarely;806;Research & Development;7;3;Technical Degree;2;Male;39;3;1;Laboratory Technician;3;Divorced;3968;17285;3;;Yes;13;30.0;1;;2;10;3;3;0;7;7;7
29;Yes;Travel_Rarely;104;Research & Development;2;3;Life Sciences;1;ND;69;3;1;Laboratory Technician;1;Divorced;31161;26619;1;;Yes;12;30.0;4;800.0;1;1;2;3;7;0;0;0
36;No;Travel_Rarely;1181;Research & Development;3;1;Medical;2;Male;79;3;1;Laboratory Technician;2;Single;7677;16102;1;;No;14;40.0;4;;0;1;0;3;1;0;0;0
30;No;Travel_Frequently;882;Research & Development;19;1;Medical;4;ND;67;3;1;Laboratory Technician;4;Married;2613;9075;3;Y;No;11;40.0;3;;3;7;2;2;10;2;1;2
36;Yes;Travel_Rarely;813;Research & Development;14;3;Medical;3;Female;58;3;1;Laboratory Technician;4;Married;6962;22149;5;Y;Yes;13;40.0;3;;1;8;2;1;1;4;0;4
49;No;Travel_Rarely;566;Research & Development;18;4;Life Sciences;3;Female;81;4;1;Laboratory Technician;4;Married;62473;7122;4;;No;18;30.0;4;;2;4;3;3;15;0;0;0
37;No;Travel_Rarely;792;Research & Development;1;3;Life Sciences;4;Male;77;3;2;Laboratory Technician;4;Married;9602;8989;1;Y;Yes;15;30.0;4;;1;9;3;3;3;8;5;8
44;No;Travel_Rarely;575;Research & Development;1;2;Life Sciences;1;Female;71;1;1;Laboratory Technician;4;Divorced;5454;5288;3;Y;No;14;40.0;1;800.0;1;5;2;3;0;2;2;0
33;No;Travel_Rarely;1142;Research & Development;8;3;Life Sciences;4;Female;81;3;1;Laboratory Technician;3;Single;2909;13624;4;Y;No;13;30.0;4;;0;8;3;3;8;0;0;0
42;Yes;Travel_Rarely;129;Research & Development;4;3;Technical Degree;1;ND;84;3;1;Laboratory Technician;1;Single;15992;13008;1;Y;No;19;30.0;2;;0;1;2;3;1;0;0;0
24;No;Travel_Rarely;852;Research & Development;1;1;Life Sciences;4;Female;55;2;2;Laboratory Technician;4;Married;3202;15998;1;Y;Yes;12;30.0;3;800.0;2;10;4;2;5;8;3;0
31;No;Travel_Frequently;635;Research & Development;18;1;Medical;2;Male;73;3;1;Laboratory Technician;4;Single;2610;7703;1;Y;No;13;30.0;1;;0;8;5;3;2;1;1;7
33;No;Travel_Rarely;1476;Research & Development;1;3;Life Sciences;3;Female;55;1;2;Laboratory Technician;4;Married;2851;16392;0;Y;No;11;30.0;1;800.0;3;10;2;3;1;8;7;5
42;Yes;Travel_Rarely;920;Research & Development;24;3;Life Sciences;4;Male;43;3;1;Laboratory Technician;3;Divorced;5538;19920;3;Y;Yes;22;;4;;1;19;2;1;0;0;0;0
36;No;Travel_Rarely;471;Research & Development;4;3;Medical;1;Male;62;4;1;Laboratory Technician;3;Divorced;15505;16031;8;;No;12;40.0;2;;1;4;4;2;3;2;2;2
36;Yes;Non-Travel;1219;Research & Development;4;1;Technical Degree;4;Female;32;3;1;Laboratory Technician;4;Married;5674;4605;1;;Yes;15;30.0;2;800.0;1;7;3;4;9;7;5;6
36;No;Travel_Rarely;172;Research & Development;4;4;Life Sciences;1;ND;37;2;2;Laboratory Technician;4;Single;5010;22604;1;Y;No;16;30.0;3;;0;10;0;2;11;4;1;8
32;No;Travel_Rarely;721;Research & Development;1;2;Medical;3;Female;58;3;2;Laboratory Technician;4;Single;27247;10781;1;Y;No;23;30.0;4;800.0;0;12;3;3;6;8;3;7
31;Yes;Travel_Frequently;984;Research & Development;17;2;Life Sciences;4;Male;97;3;1;Laboratory Technician;2;Married;5617;3372;1;Y;No;13;30.0;1;800.0;1;1;4;1;1;0;0;0
52;Yes;Travel_Rarely;1089;Research & Development;7;2;Life Sciences;4;Female;79;3;2;Laboratory Technician;3;Married;3212;22845;1;;No;18;;1;;1;10;3;3;2;4;1;1
36;No;Travel_Rarely;1099;Research & Development;4;4;Medical;1;Male;82;2;1;Laboratory Technician;2;Married;7898;8192;8;Y;No;11;30.0;4;800.0;0;8;2;3;10;4;0;2
42;Yes;Non-Travel;1259;Research & Development;2;4;Life Sciences;4;Male;95;3;1;Laboratory Technician;2;Single;2936;24852;1;Y;No;12;40.0;1;800.0;0;1;1;3;6;0;0;0
55;No;Travel_Rarely;969;Research & Development;2;2;Technical Degree;4;Male;76;4;1;Laboratory Technician;2;Single;31161;16620;5;Y;No;11;30.0;3;800.0;0;7;2;2;7;0;0;0
36;No;Travel_Rarely;1015;Research & Development;5;5;Medical;3;Male;50;1;2;Laboratory Technician;1;Single;3210;23447;1;Y;Yes;14;30.0;1;800.0;0;10;4;3;15;7;1;4
56;No;Travel_Frequently;992;Research & Development;1;3;Medical;4;Female;68;2;1;Laboratory Technician;1;Single;2942;21731;1;;No;19;30.0;2;;0;3;2;3;5;0;1;2
28;No;Travel_Frequently;1495;Research & Development;4;2;Medical;4;Male;87;3;1;Laboratory Technician;3;Married;2596;26176;7;Y;No;19;;4;800.0;1;7;2;2;1;0;0;0
51;No;Travel_Rarely;271;Research & Development;3;2;Medical;3;Female;43;2;2;Laboratory Technician;1;Married;13142;23070;4;Y;No;25;30.0;1;;1;10;1;3;5;2;1;2
32;No;Travel_Frequently;267;Research & Development;21;3;Medical;2;Female;79;4;1;Laboratory Technician;2;Married;8998;13637;1;Y;No;18;30.0;4;;3;14;2;3;9;11;2;13
44;Yes;Travel_Rarely;1122;Research & Development;6;3;Medical;4;Male;70;3;1;Laboratory Technician;1;Married;5743;4303;7;Y;Yes;21;30.0;4;800.0;0;8;3;1;10;2;2;2
30;No;Travel_Rarely;809;Research & Development;16;3;Medical;1;Male;84;4;1;Laboratory Technician;2;Married;6347;16479;0;Y;No;13;30.0;3;800.0;1;6;2;3;11;4;0;3
36;No;Travel_Rarely;559;Research & Development;10;4;Life Sciences;3;Male;82;2;2;Laboratory Technician;3;Divorced;2272;6227;1;;No;11;;2;800.0;1;9;2;4;1;7;0;0
32;No;Travel_Rarely;346;Research & Development;6;3;Life Sciences;4;Male;86;3;2;Laboratory Technician;4;Single;6220;10919;2;Y;No;17;30.0;4;800.0;0;19;3;3;10;2;2;2
36;No;Travel_Rarely;1325;Research & Development;11;4;Life Sciences;4;Female;82;3;2;Laboratory Technician;3;Married;6815;21821;8;Y;No;20;30.0;2;;1;9;5;3;1;2;1;4
36;No;Travel_Rarely;1179;Research & Development;19;4;Medical;4;Male;78;2;1;Laboratory Technician;1;Married;42903;12449;1;Y;No;12;30.0;3;;3;6;2;3;10;5;3;3
41;No;Travel_Rarely;1116;Research & Development;2;3;Medical;3;Female;49;3;1;Laboratory Technician;4;Single;13591;7181;0;;No;14;30.0;3;;0;12;3;2;1;7;6;7
54;No;Travel_Rarely;1157;Research & Development;5;2;Medical;2;Female;57;2;2;Laboratory Technician;4;Married;13549;11912;1;Y;No;14;30.0;3;;1;15;5;4;1;10;4;13
36;No;Travel_Rarely;750;Research & Development;28;3;Life Sciences;2;Female;46;4;2;Laboratory Technician;3;Married;9980;25348;1;Y;No;17;30.0;4;;2;10;1;2;10;9;6;8
26;No;Travel_Rarely;1276;Research & Development;2;1;Medical;4;Female;59;1;1;Laboratory Technician;4;Divorced;2966;17536;1;;Yes;11;30.0;3;;3;1;2;3;4;0;0;0
20;Yes;Travel_Frequently;660;Research & Development;15;3;Other;1;Female;81;3;2;Laboratory Technician;3;Divorced;2926;7858;7;;No;14;30.0;2;800.0;1;9;5;2;1;0;0;0
38;No;Travel_Rarely;1377;Research & Development;11;1;Life Sciences;2;Female;91;3;1;Laboratory Technician;1;Married;35075;7679;0;Y;No;14;40.0;2;;0;6;3;4;8;0;1;4
40;Yes;Travel_Rarely;109;Research & Development;5;3;Medical;2;Female;60;3;1;Laboratory Technician;2;Single;5677;25725;0;;No;17;30.0;1;800.0;0;4;4;3;11;2;1;2
34;Yes;Non-Travel;1329;Research & Development;7;3;Life Sciences;1;Male;73;3;1;Laboratory Technician;1;Single;2979;3339;3;Y;Yes;14;30.0;2;;0;10;2;1;0;2;0;3
42;No;Travel_Frequently;543;Research & Development;1;4;Life Sciences;1;Male;83;3;1;Laboratory Technician;4;Married;13758;4060;8;Y;No;19;30.0;3;800.0;2;8;2;2;0;0;0;0
39;No;Non-Travel;574;Research & Development;20;1;Medical;4;Female;40;3;1;Laboratory Technician;4;Married;3646;7003;1;;No;13;40.0;2;;0;11;2;4;1;8;3;10
36;No;Travel_Rarely;538;Research & Development;25;2;Other;1;Male;54;2;2;Laboratory Technician;4;Single;3763;14004;4;;No;14;30.0;4;;0;9;6;3;0;2;0;2
36;No;Travel_Rarely;1469;Research & Development;1;2;Medical;4;Male;82;3;1;Laboratory Technician;2;Divorced;2519;17881;1;;No;11;40.0;2;;1;5;6;3;11;2;0;4
28;Yes;Travel_Rarely;374;Research & Development;25;4;Life Sciences;1;Male;87;3;1;Laboratory Technician;4;Single;2044;18016;1;Y;Yes;24;30.0;3;800.0;0;1;2;1;5;0;0;1
46;No;Travel_Rarely;125;Research & Development;9;2;Medical;4;Male;83;2;1;Laboratory Technician;3;Single;10368;16117;1;Y;No;13;30.0;1;;0;10;5;3;10;0;1;8
55;No;Travel_Rarely;1358;Research & Development;24;1;Life Sciences;4;Female;67;3;1;Laboratory Technician;3;Divorced;16659;13335;1;Y;No;22;30.0;2;800.0;1;1;2;3;5;0;0;0
34;No;Non-Travel;616;Research & Development;2;2;Life Sciences;3;Male;99;3;1;Laboratory Technician;1;Married;2307;25605;4;;No;17;40.0;4;800.0;1;7;2;2;5;3;0;2
32;No;Travel_Rarely;1184;Research & Development;1;3;Life Sciences;3;Male;70;2;1;Laboratory Technician;2;Married;11591;3974;6;Y;No;20;30.0;3;;0;5;3;3;2;0;0;2
36;No;Travel_Rarely;933;Research & Development;9;4;Life Sciences;3;Male;94;3;1;Laboratory Technician;1;Married;7005;6961;2;Y;No;21;30.0;4;800.0;1;7;2;3;4;0;1;4
28;Yes;Travel_Rarely;871;Research & Development;6;3;Life Sciences;4;Female;66;2;1;Laboratory Technician;4;Single;2377;19783;1;Y;Yes;18;;2;;0;1;2;3;2;0;1;0
50;No;Travel_Frequently;258;Research & Development;8;4;Other;3;Male;54;3;1;Laboratory Technician;1;Married;4728;17363;9;Y;No;13;30.0;3;;0;12;4;1;0;4;0;4
34;No;Travel_Rarely;188;Research & Development;29;3;Medical;2;Female;56;1;2;Laboratory Technician;4;Single;6500;9558;4;;No;19;30.0;1;;0;16;1;3;3;0;0;0
41;No;Travel_Rarely;1311;Research & Development;7;3;Life Sciences;2;Male;100;4;1;Laboratory Technician;2;Married;42903;26062;1;Y;No;20;30.0;3;800.0;0;5;3;1;10;1;0;3
25;No;Travel_Rarely;817;Research & Development;1;3;Medical;4;Male;60;2;2;Laboratory Technician;4;Married;3977;10846;0;Y;No;12;30.0;2;;1;10;2;3;0;7;0;0
36;No;Travel_Rarely;269;Research & Development;2;3;Medical;4;ND;56;2;1;Laboratory Technician;1;Divorced;3195;8007;0;Y;Yes;11;30.0;3;800.0;1;10;2;3;2;6;7;8
50;No;Travel_Rarely;430;Research & Development;24;4;Life Sciences;1;Male;80;3;2;Laboratory Technician;4;Married;2683;21146;1;Y;No;15;30.0;4;;2;10;2;3;3;8;4;7
35;No;Travel_Frequently;722;Research & Development;25;4;Life Sciences;3;Female;84;3;1;Laboratory Technician;1;Married;4614;22102;1;Y;No;14;30.0;4;800.0;1;10;0;2;4;6;1;4
34;No;Travel_Rarely;917;Research & Development;6;4;Life Sciences;3;Female;60;1;1;Laboratory Technician;3;Divorced;2311;6865;1;Y;No;14;30.0;3;800.0;1;7;3;3;3;7;1;7
36;No;Travel_Rarely;192;Research & Development;1;2;Medical;1;Male;59;2;1;Laboratory Technician;1;Married;4025;11141;1;Y;No;16;30.0;1;800.0;2;6;2;3;4;3;1;3
30;Yes;Travel_Frequently;1485;Research & Development;12;1;Life Sciences;3;Female;79;3;1;Laboratory Technician;4;Married;6696;22955;1;Y;Yes;11;30.0;4;;0;1;5;2;6;1;0;0
40;Yes;Travel_Frequently;592;Research & Development;2;3;Life Sciences;1;Female;54;2;1;Laboratory Technician;1;Single;6323;17181;2;Y;Yes;23;30.0;2;;0;11;2;4;10;0;0;0
49;No;Non-Travel;1207;Research & Development;28;1;Medical;4;Male;74;4;1;Laboratory Technician;3;Married;6804;3297;1;;Yes;11;30.0;3;;3;20;0;3;7;8;3;8
36;Yes;Travel_Rarely;781;Research & Development;2;1;Life Sciences;4;Male;57;2;1;Laboratory Technician;4;Divorced;10325;13384;9;Y;Yes;14;30.0;4;;1;3;2;2;16;0;0;0
30;No;Travel_Rarely;1107;Research & Development;14;3;Life Sciences;4;Male;95;3;1;Laboratory Technician;1;Divorced;2862;26914;1;Y;No;12;30.0;3;800.0;1;18;2;2;10;7;12;17
28;Yes;Travel_Rarely;1404;Research & Development;17;3;Technical Degree;3;Male;32;2;1;Laboratory Technician;4;Divorced;3763;18779;5;;No;12;30.0;1;800.0;1;6;2;2;0;1;0;3
35;No;Travel_Rarely;207;Research & Development;9;4;Life Sciences;2;Female;64;3;1;Laboratory Technician;3;Single;2506;5411;4;;No;12;30.0;3;800.0;0;7;0;3;2;2;2;0
21;Yes;Travel_Rarely;885;Research & Development;16;4;Life Sciences;3;Male;43;4;1;Laboratory Technician;1;Single;7677;8269;1;Y;No;16;30.0;3;800.0;0;18;3;3;1;13;15;14
36;No;Travel_Rarely;974;Research & Development;1;4;Medical;4;Male;91;3;1;Laboratory Technician;4;Divorced;2058;11005;3;Y;No;14;30.0;4;800.0;2;8;1;3;6;3;0;2
31;No;Travel_Rarely;1378;Research & Development;13;2;Other;4;Female;46;2;2;Laboratory Technician;2;Married;16422;23679;4;Y;Yes;13;30.0;1;800.0;1;10;3;3;3;3;0;3
36;No;Travel_Rarely;1349;Research & Development;7;2;Life Sciences;3;Male;63;2;1;Laboratory Technician;4;Married;5507;7713;1;Y;No;18;30.0;4;800.0;1;1;1;2;4;0;0;1
36;No;Travel_Rarely;1138;Research & Development;6;3;Technical Degree;1;Male;48;2;2;Laboratory Technician;4;Married;4400;23631;0;Y;No;12;30.0;1;800.0;1;10;2;3;3;2;6;7
