Age;Attrition;BusinessTravel;Department;DistanceFromHome;Education;EducationField;EnvironmentSatisfaction;Gender;JobInvolvement;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;NumCompaniesWorked;OverTime;PercentSalaryHike;RelationshipSatisfaction;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsWithCurrManager;Stagnation;KmeansLabels;DbscanLabels;HierarchicalLabels
34;1;Travel_Rarely;Research & Development;24;3;Technical Degree;3;0;1;Laboratory Technician;4;Single;5429;0;1;18;2;0;1;1;1;1;0;0;5;0;0
29;0;Travel_Frequently;Research & Development;1;3;Medical;3;1;2;Laboratory Technician;3;Married;5765;2;0;15;4;1;5;4;2;5;2;0;2;3;0
29;0;Travel_Rarely;Research & Development;20;3;Life Sciences;2;0;3;Laboratory Technician;3;Divorced;15505;1;0;11;1;1;10;2;3;3;2;0;0;-1;0
29;0;Travel_Rarely;Research & Development;6;2;Medical;2;0;2;Laboratory Technician;3;Single;4723;0;0;14;2;0;8;3;2;8;7;0;2;-1;0
27;1;Travel_Rarely;Research & Development;21;3;Medical;1;1;3;Laboratory Technician;3;Divorced;4938;1;0;20;3;1;1;2;2;0;0;0;5;5;0
36;0;Travel_Rarely;Research & Development;15;3;Medical;2;1;3;Laboratory Technician;4;Single;11591;0;0;15;3;0;1;3;3;1;0;0;5;0;0
36;1;Travel_Rarely;Research & Development;1;3;Medical;1;0;2;Laboratory Technician;2;Divorced;2936;0;0;15;1;2;1;4;3;1;0;0;5;0;0
56;0;Travel_Frequently;Research & Development;9;4;Medical;4;1;3;Laboratory Technician;3;Married;13212;9;0;17;3;1;9;2;3;7;2;3;2;-1;0
35;0;Travel_Rarely;Research & Development;3;3;Medical;3;0;4;Laboratory Technician;1;Married;3407;4;1;20;1;3;12;2;2;10;0;0;2;-1;0
41;0;Non-Travel;Research & Development;5;2;Technical Degree;3;1;4;Laboratory Technician;3;Single;6811;0;0;14;1;0;7;3;1;7;3;5;2;-1;0
28;0;Travel_Rarely;Research & Development;4;4;Other;4;0;2;Laboratory Technician;4;Married;4382;1;0;13;2;1;2;2;4;2;2;4;5;2;0
44;1;Travel_Rarely;Research & Development;2;3;Life Sciences;2;1;3;Laboratory Technician;4;Married;11591;6;1;13;3;1;7;1;1;2;2;4;5;-1;0
51;0;Travel_Rarely;Research & Development;19;3;Medical;3;1;3;Laboratory Technician;2;Divorced;13116;4;0;13;3;2;15;2;4;2;2;4;5;-1;0
40;0;Travel_Rarely;Research & Development;4;2;Life Sciences;3;0;3;Laboratory Technician;2;Married;2387;1;0;12;2;0;9;3;2;4;4;0;5;4;0
26;0;Non-Travel;Research & Development;3;3;Life Sciences;3;0;2;Laboratory Technician;3;Married;2570;0;0;18;3;2;1;5;3;1;0;0;5;0;0
18;0;Non-Travel;Research & Development;15;2;Life Sciences;1;0;3;Laboratory Technician;3;Divorced;1904;1;0;16;4;1;0;0;2;0;0;0;5;5;0
44;1;Travel_Rarely;Research & Development;9;3;Medical;1;0;3;Laboratory Technician;1;Single;11591;7;0;22;1;0;10;5;4;2;2;0;5;-1;0
36;0;Travel_Rarely;Research & Development;3;3;Life Sciences;3;0;4;Laboratory Technician;4;Married;5021;2;1;13;2;1;17;2;2;4;3;3;5;4;0
35;0;Travel_Rarely;Research & Development;13;3;Other;3;0;2;Laboratory Technician;2;Married;7677;1;0;20;3;1;2;2;3;1;1;1;5;0;0
32;1;Travel_Rarely;Research & Development;10;2;Life Sciences;1;0;2;Laboratory Technician;3;Single;3730;0;0;20;3;0;2;2;1;2;2;4;5;2;0
34;0;Travel_Rarely;Research & Development;7;3;Other;3;0;4;Laboratory Technician;1;Single;2972;0;0;12;4;0;8;4;3;1;1;0;5;0;0
36;0;Travel_Rarely;Research & Development;29;1;Medical;2;1;3;Laboratory Technician;1;Divorced;31161;0;0;13;2;3;6;2;4;6;2;2;0;-1;2
31;0;Travel_Frequently;Research & Development;1;4;Life Sciences;2;1;3;Laboratory Technician;2;Married;7677;3;0;22;3;1;7;3;3;1;1;0;5;0;0
36;0;Travel_Rarely;Research & Development;7;4;Life Sciences;3;1;3;Laboratory Technician;3;Divorced;2074;1;0;13;1;3;10;2;2;1;1;1;5;0;0
30;0;Non-Travel;Research & Development;2;3;Medical;2;0;3;Laboratory Technician;2;Single;4736;5;0;11;4;0;10;2;3;2;2;2;5;2;0
41;0;Travel_Rarely;Research & Development;2;2;Life Sciences;4;1;3;Laboratory Technician;4;Married;5003;0;1;23;3;1;1;6;3;1;0;0;5;0;0
36;0;Non-Travel;Research & Development;1;4;Medical;3;0;3;Laboratory Technician;3;Divorced;3500;7;0;14;3;3;7;2;3;6;2;2;2;-1;0
35;0;Travel_Rarely;Research & Development;5;2;Other;2;1;3;Laboratory Technician;3;Married;5204;0;0;17;4;1;8;2;3;8;0;4;2;-1;0
38;0;Travel_Rarely;Research & Development;1;3;Life Sciences;4;1;3;Laboratory Technician;4;Single;3702;0;0;15;3;0;0;3;4;0;0;0;5;5;0
37;0;Non-Travel;Research & Development;17;2;Medical;3;0;3;Laboratory Technician;1;Divorced;7642;1;0;12;4;1;10;2;3;10;8;0;2;-1;0
36;1;Travel_Rarely;Research & Development;3;3;Life Sciences;3;0;3;Laboratory Technician;3;Single;46817;0;0;13;3;0;0;2;3;0;0;0;3;-1;2
36;0;Travel_Rarely;Research & Development;19;3;Other;4;1;2;Laboratory Technician;1;Divorced;70301;0;0;11;1;2;7;2;3;7;7;0;3;-1;2
36;1;Travel_Rarely;Research & Development;24;3;Medical;3;1;3;Laboratory Technician;2;Married;7412;0;1;17;3;3;1;3;3;1;0;0;5;0;0
33;0;Travel_Rarely;Research & Development;27;3;Technical Degree;4;1;4;Laboratory Technician;2;Divorced;3838;5;0;12;3;1;8;5;3;5;2;0;2;3;0
35;0;Travel_Rarely;Research & Development;10;3;Life Sciences;2;0;3;Laboratory Technician;2;Divorced;23333;0;0;14;2;2;1;2;3;1;0;0;0;-1;2
56;0;Travel_Rarely;Research & Development;2;4;Medical;3;0;3;Laboratory Technician;3;Single;2339;4;0;21;3;0;16;4;3;10;9;24;4;-1;0
26;1;Travel_Rarely;Research & Development;2;3;Life Sciences;2;0;2;Laboratory Technician;4;Single;2340;1;0;22;3;0;1;3;2;0;0;0;5;5;0
29;0;Travel_Rarely;Research & Development;2;3;Medical;3;0;3;Laboratory Technician;2;Married;4187;0;0;13;3;1;8;3;3;8;7;0;2;-1;0
29;1;Travel_Frequently;Research & Development;2;2;Medical;3;1;2;Laboratory Technician;1;Single;35075;7;0;11;3;0;8;1;2;8;0;0;3;-1;2
24;0;Travel_Rarely;Research & Development;9;2;Medical;1;0;3;Laboratory Technician;4;Single;1555;1;0;13;3;0;6;2;3;1;1;1;5;0;0
36;1;Travel_Rarely;Research & Development;4;1;Technical Degree;3;1;2;Laboratory Technician;3;Single;4789;5;0;16;3;0;4;3;3;3;2;2;5;1;0
36;0;Travel_Rarely;Research & Development;1;4;Medical;4;1;2;Laboratory Technician;3;Married;2210;6;0;12;2;1;10;3;3;1;1;0;5;0;0
42;1;Travel_Rarely;Research & Development;7;3;Technical Degree;2;0;3;Laboratory Technician;3;Divorced;3968;3;1;13;1;2;10;3;3;0;0;0;5;5;0
29;1;Travel_Rarely;Research & Development;2;3;Life Sciences;1;0;3;Laboratory Technician;1;Divorced;31161;0;1;12;4;1;1;2;3;1;0;0;0;-1;2
36;0;Travel_Rarely;Research & Development;3;1;Medical;2;0;3;Laboratory Technician;2;Single;7677;1;0;14;4;0;1;0;3;1;0;0;5;0;0
30;0;Travel_Frequently;Research & Development;19;1;Medical;4;0;3;Laboratory Technician;4;Married;2613;0;0;11;3;3;7;2;2;7;2;2;2;-1;0
36;1;Travel_Rarely;Research & Development;14;3;Medical;3;1;3;Laboratory Technician;4;Married;6962;5;1;13;3;1;8;2;1;1;1;0;5;0;0
49;0;Travel_Rarely;Research & Development;18;4;Life Sciences;3;1;4;Laboratory Technician;4;Married;62473;0;0;18;4;2;4;3;3;4;0;0;3;-1;2
37;0;Travel_Rarely;Research & Development;1;3;Life Sciences;4;0;3;Laboratory Technician;4;Married;9602;1;1;15;4;1;9;3;3;3;3;9;5;-1;0
44;0;Travel_Rarely;Research & Development;1;2;Life Sciences;1;1;1;Laboratory Technician;4;Divorced;5454;3;0;14;1;1;5;2;3;0;0;0;5;5;0
33;0;Travel_Rarely;Research & Development;8;3;Life Sciences;4;1;3;Laboratory Technician;3;Single;2909;4;0;13;4;0;8;3;3;8;0;0;2;-1;0
42;1;Travel_Rarely;Research & Development;4;3;Technical Degree;1;0;3;Laboratory Technician;1;Single;15992;1;0;19;2;0;1;2;3;1;0;0;5;-1;2
24;0;Travel_Rarely;Research & Development;1;1;Life Sciences;4;1;2;Laboratory Technician;4;Married;3202;1;1;12;3;2;6;4;2;5;0;15;2;-1;0
31;0;Travel_Frequently;Research & Development;18;1;Medical;2;0;3;Laboratory Technician;4;Single;2610;1;0;13;1;0;8;5;3;2;2;1;5;2;0
33;0;Travel_Rarely;Research & Development;1;3;Life Sciences;3;1;1;Laboratory Technician;4;Married;2851;0;0;11;1;3;10;2;3;1;1;1;5;0;0
42;1;Travel_Rarely;Research & Development;24;3;Life Sciences;4;0;3;Laboratory Technician;3;Divorced;5538;3;1;22;4;1;19;2;1;0;0;0;5;5;0
36;0;Travel_Rarely;Research & Development;4;3;Medical;1;0;4;Laboratory Technician;3;Divorced;15505;8;0;12;2;1;4;4;2;3;2;4;0;-1;0
36;1;Non-Travel;Research & Development;4;1;Technical Degree;4;1;3;Laboratory Technician;4;Married;5674;0;1;15;2;1;7;3;4;7;6;35;4;-1;0
36;0;Travel_Rarely;Research & Development;4;4;Life Sciences;1;0;2;Laboratory Technician;4;Single;5010;0;0;16;3;0;10;0;2;10;8;4;2;-1;0
32;0;Travel_Rarely;Research & Development;1;2;Medical;3;1;3;Laboratory Technician;4;Single;27247;1;0;23;4;0;12;3;3;6;6;18;0;-1;2
31;1;Travel_Frequently;Research & Development;17;2;Life Sciences;4;0;3;Laboratory Technician;2;Married;5617;1;0;13;1;1;1;4;1;1;0;0;5;0;0
52;1;Travel_Rarely;Research & Development;7;2;Life Sciences;4;1;3;Laboratory Technician;3;Married;3212;1;0;18;1;1;10;3;3;2;1;2;5;2;0
36;0;Travel_Rarely;Research & Development;4;4;Medical;1;0;2;Laboratory Technician;2;Married;7898;0;0;11;4;0;8;2;3;8;2;0;2;-1;0
42;1;Non-Travel;Research & Development;2;4;Life Sciences;4;0;3;Laboratory Technician;2;Single;2936;0;0;12;1;0;1;1;3;1;0;0;5;0;0
55;0;Travel_Rarely;Research & Development;2;2;Technical Degree;4;0;4;Laboratory Technician;2;Single;31161;5;0;11;3;0;7;2;2;7;0;0;3;-1;2
36;0;Travel_Rarely;Research & Development;5;5;Medical;3;0;1;Laboratory Technician;1;Single;3210;0;1;14;1;0;10;4;3;10;4;7;2;-1;0
56;0;Travel_Frequently;Research & Development;1;3;Medical;4;1;2;Laboratory Technician;1;Single;2942;0;0;19;2;0;3;2;3;3;2;0;5;1;0
28;0;Travel_Frequently;Research & Development;4;2;Medical;4;0;3;Laboratory Technician;3;Married;2596;7;0;19;4;1;7;2;2;1;0;0;5;0;0
51;0;Travel_Rarely;Research & Development;3;2;Medical;3;1;2;Laboratory Technician;1;Married;13142;4;0;25;1;1;10;1;3;5;2;2;0;-1;0
32;0;Travel_Frequently;Research & Development;21;3;Medical;2;1;4;Laboratory Technician;2;Married;8998;1;0;18;4;3;14;2;3;9;9;18;2;-1;0
44;1;Travel_Rarely;Research & Development;6;3;Medical;4;0;3;Laboratory Technician;1;Married;5743;0;1;21;4;0;8;3;1;8;2;4;2;-1;0
30;0;Travel_Rarely;Research & Development;16;3;Medical;1;0;4;Laboratory Technician;2;Married;6347;0;0;13;3;1;6;2;3;6;3;0;2;-1;0
36;0;Travel_Rarely;Research & Development;10;4;Life Sciences;3;0;2;Laboratory Technician;3;Divorced;2272;1;0;11;2;1;9;2;4;1;0;0;5;0;0
32;0;Travel_Rarely;Research & Development;6;3;Life Sciences;4;0;3;Laboratory Technician;4;Single;6220;2;0;17;4;0;14;3;3;10;2;4;2;-1;0
36;0;Travel_Rarely;Research & Development;11;4;Life Sciences;4;1;3;Laboratory Technician;3;Married;6815;8;0;20;2;1;9;5;3;1;1;1;5;0;0
36;0;Travel_Rarely;Research & Development;19;4;Medical;4;0;2;Laboratory Technician;1;Married;42903;0;0;12;3;3;6;2;3;6;3;15;3;-1;2
41;0;Travel_Rarely;Research & Development;2;3;Medical;3;1;3;Laboratory Technician;4;Single;13591;0;0;14;3;0;12;3;2;1;1;1;5;-1;0
54;0;Travel_Rarely;Research & Development;5;2;Medical;2;1;2;Laboratory Technician;4;Married;13549;1;0;14;3;1;15;5;4;1;1;1;5;-1;0
36;0;Travel_Rarely;Research & Development;28;3;Life Sciences;2;1;4;Laboratory Technician;3;Married;9980;1;0;17;4;2;10;1;2;10;8;54;4;-1;0
26;0;Travel_Rarely;Research & Development;2;1;Medical;4;1;1;Laboratory Technician;4;Divorced;2966;0;1;11;3;3;1;2;3;1;0;0;5;0;0
20;1;Travel_Frequently;Research & Development;15;3;Other;1;1;3;Laboratory Technician;3;Divorced;2926;7;0;14;2;1;2;5;2;1;0;0;5;0;0
38;0;Travel_Rarely;Research & Development;11;1;Life Sciences;2;1;3;Laboratory Technician;1;Married;35075;0;0;14;2;0;6;3;4;6;4;0;3;-1;2
40;1;Travel_Rarely;Research & Development;5;3;Medical;2;1;3;Laboratory Technician;2;Single;5677;0;0;17;1;0;4;4;3;4;2;2;5;4;0
34;1;Non-Travel;Research & Development;7;3;Life Sciences;1;0;3;Laboratory Technician;1;Single;2979;3;1;14;2;0;10;2;1;0;0;0;5;5;0
42;0;Travel_Frequently;Research & Development;1;4;Life Sciences;1;0;3;Laboratory Technician;4;Married;13758;8;0;19;3;2;8;2;2;0;0;0;5;-1;0
39;0;Non-Travel;Research & Development;20;1;Medical;4;1;3;Laboratory Technician;4;Married;3646;1;0;13;2;0;11;2;4;1;1;1;5;0;0
36;0;Travel_Rarely;Research & Development;25;2;Other;1;0;2;Laboratory Technician;4;Single;3763;4;0;14;4;0;9;6;3;0;0;0;5;5;0
36;0;Travel_Rarely;Research & Development;1;2;Medical;4;0;3;Laboratory Technician;2;Divorced;2519;0;0;11;2;1;5;6;3;5;4;0;2;3;0
28;1;Travel_Rarely;Research & Development;25;4;Life Sciences;1;0;3;Laboratory Technician;4;Single;2044;0;1;24;3;0;1;2;1;1;1;0;5;0;0
46;0;Travel_Rarely;Research & Development;9;2;Medical;4;0;2;Laboratory Technician;3;Single;10368;1;0;13;1;0;10;5;3;10;8;0;2;-1;0
55;0;Travel_Rarely;Research & Development;24;1;Life Sciences;4;1;3;Laboratory Technician;3;Divorced;16659;0;0;22;2;1;1;2;3;1;0;0;0;-1;2
34;0;Non-Travel;Research & Development;2;2;Life Sciences;3;0;3;Laboratory Technician;1;Married;2307;4;0;17;4;1;7;2;2;5;2;0;2;3;0
32;0;Travel_Rarely;Research & Development;1;3;Life Sciences;3;0;2;Laboratory Technician;2;Married;11591;6;0;20;3;0;5;3;3;2;2;0;5;-1;0
36;0;Travel_Rarely;Research & Development;9;4;Life Sciences;3;0;3;Laboratory Technician;1;Married;7005;2;0;21;4;1;7;2;3;4;4;0;5;-1;0
28;1;Travel_Rarely;Research & Development;6;3;Life Sciences;4;1;2;Laboratory Technician;4;Single;2377;0;1;18;2;0;1;2;3;1;0;0;5;0;0
50;0;Travel_Frequently;Research & Development;8;4;Other;3;0;3;Laboratory Technician;1;Married;4728;9;0;13;3;0;12;4;1;0;0;0;5;5;0
34;0;Travel_Rarely;Research & Development;29;3;Medical;2;1;1;Laboratory Technician;4;Single;6500;4;0;19;1;0;16;1;3;3;0;0;5;1;0
41;0;Travel_Rarely;Research & Development;7;3;Life Sciences;2;0;4;Laboratory Technician;2;Married;42903;0;0;20;3;0;5;3;1;5;3;0;3;-1;2
25;0;Travel_Rarely;Research & Development;1;3;Medical;4;0;2;Laboratory Technician;4;Married;3977;0;0;12;2;1;7;2;3;0;0;0;5;5;0
36;0;Travel_Rarely;Research & Development;2;3;Medical;4;0;2;Laboratory Technician;1;Divorced;3195;0;1;11;3;1;10;2;3;2;2;4;5;2;0
50;0;Travel_Rarely;Research & Development;24;4;Life Sciences;1;0;3;Laboratory Technician;4;Married;2683;1;0;15;4;2;10;2;3;3;3;9;5;-1;0
35;0;Travel_Frequently;Research & Development;25;4;Life Sciences;3;1;3;Laboratory Technician;1;Married;4614;1;0;14;4;1;10;0;2;4;4;4;5;4;0
34;0;Travel_Rarely;Research & Development;6;4;Life Sciences;3;1;1;Laboratory Technician;3;Divorced;2311;1;0;14;3;1;7;3;3;3;3;3;5;1;0
36;0;Travel_Rarely;Research & Development;1;2;Medical;1;0;2;Laboratory Technician;1;Married;4025;1;0;16;1;2;6;2;3;4;3;3;5;4;0
30;1;Travel_Frequently;Research & Development;12;1;Life Sciences;3;1;3;Laboratory Technician;4;Married;6696;0;1;11;4;0;1;5;2;1;0;0;5;0;0
40;1;Travel_Frequently;Research & Development;2;3;Life Sciences;1;1;2;Laboratory Technician;1;Single;6323;2;1;23;2;0;11;2;4;10;0;0;2;-1;0
49;0;Non-Travel;Research & Development;28;1;Medical;4;0;4;Laboratory Technician;3;Married;6804;1;1;11;3;3;20;0;3;7;7;21;4;-1;0
36;1;Travel_Rarely;Research & Development;2;1;Life Sciences;4;0;2;Laboratory Technician;4;Divorced;10325;0;1;14;4;1;3;2;2;3;0;0;5;-1;0
30;0;Travel_Rarely;Research & Development;14;3;Life Sciences;4;0;3;Laboratory Technician;1;Divorced;2862;1;0;12;3;1;12;2;2;10;10;70;1;-1;3
28;1;Travel_Rarely;Research & Development;17;3;Technical Degree;3;0;2;Laboratory Technician;4;Divorced;3763;5;0;12;1;1;6;2;2;0;0;0;5;5;0
35;0;Travel_Rarely;Research & Development;9;4;Life Sciences;2;1;3;Laboratory Technician;3;Single;2506;4;0;12;3;0;7;0;3;2;0;4;5;2;0
21;1;Travel_Rarely;Research & Development;16;4;Life Sciences;3;0;4;Laboratory Technician;1;Single;7677;1;0;16;3;0;3;3;3;1;1;1;5;0;0
36;0;Travel_Rarely;Research & Development;1;4;Medical;4;0;3;Laboratory Technician;4;Divorced;2058;3;0;14;4;2;8;1;3;6;2;0;2;-1;0
31;0;Travel_Rarely;Research & Development;13;2;Other;4;1;2;Laboratory Technician;2;Married;16422;4;1;13;1;1;10;3;3;3;3;0;0;-1;0
36;0;Travel_Rarely;Research & Development;7;2;Life Sciences;3;0;2;Laboratory Technician;4;Married;5507;0;0;18;4;1;1;1;2;1;1;0;5;0;0
36;0;Travel_Rarely;Research & Development;6;3;Technical Degree;1;0;2;Laboratory Technician;4;Married;4400;0;0;12;1;1;10;2;3;3;3;6;5;1;0
46;1;Travel_Rarely;Research & Development;7;3;Life Sciences;1;1;3;Laboratory Technician;3;Married;8926;0;1;16;4;1;6;2;3;6;2;3;2;-1;0
24;0;Travel_Rarely;Research & Development;29;4;Medical;4;0;3;Laboratory Technician;3;Single;2293;9;0;12;2;0;6;2;3;2;2;4;5;2;0
39;0;Travel_Rarely;Research & Development;7;3;Life Sciences;1;0;3;Laboratory Technician;1;Divorced;7677;1;0;18;1;1;21;3;3;1;1;1;5;0;0
31;1;Travel_Frequently;Research & Development;8;1;Medical;3;0;3;Laboratory Technician;3;Single;3479;0;0;12;4;0;0;2;3;0;0;0;5;5;0
29;1;Travel_Rarely;Research & Development;6;3;Life Sciences;3;1;4;Laboratory Technician;1;Married;2319;1;1;21;3;2;1;1;3;0;0;0;5;5;0
32;0;Travel_Rarely;Research & Development;2;4;Life Sciences;2;0;3;Laboratory Technician;3;Married;6209;0;0;14;4;1;6;4;4;6;3;0;2;-1;0
20;0;Travel_Rarely;Research & Development;24;4;Life Sciences;2;0;3;Laboratory Technician;2;Married;2973;7;0;15;3;1;2;2;3;1;1;0;5;0;0
34;0;Travel_Frequently;Research & Development;8;3;Medical;2;0;4;Laboratory Technician;3;Married;5063;0;0;12;1;0;6;2;4;6;2;3;2;-1;0
51;1;Travel_Frequently;Research & Development;24;2;Life Sciences;1;1;3;Laboratory Technician;4;Single;7484;0;0;16;4;0;5;1;3;5;0;2;2;3;0
32;0;Travel_Frequently;Research & Development;4;1;Medical;3;1;3;Laboratory Technician;2;Single;4998;0;0;13;3;0;3;2;1;3;2;2;5;1;0
40;0;Travel_Frequently;Research & Development;6;3;Other;3;1;4;Laboratory Technician;4;Married;13499;0;0;18;1;1;8;3;3;8;7;49;4;-1;0
30;0;Travel_Rarely;Research & Development;11;4;Medical;4;1;3;Laboratory Technician;3;Married;23333;7;1;11;3;1;5;5;3;5;2;4;0;-1;2
36;0;Travel_Rarely;Research & Development;2;1;Life Sciences;4;0;3;Laboratory Technician;2;Married;4960;0;0;13;3;3;4;2;3;4;2;0;5;4;0
37;1;Non-Travel;Research & Development;8;4;Other;2;0;1;Laboratory Technician;1;Married;7677;1;1;11;4;0;7;2;2;1;1;0;5;0;0
32;0;Travel_Rarely;Research & Development;1;2;Medical;4;1;3;Laboratory Technician;2;Married;27247;1;0;13;3;0;12;2;2;6;6;6;0;-1;2
45;0;Travel_Rarely;Research & Development;17;4;Medical;4;0;1;Laboratory Technician;3;Married;13245;1;0;15;3;3;3;3;4;0;0;0;5;-1;0
38;0;Travel_Frequently;Research & Development;5;3;Life Sciences;3;0;2;Laboratory Technician;3;Single;6077;3;0;14;4;0;7;2;3;6;3;0;2;-1;0
22;0;Travel_Rarely;Research & Development;2;1;Medical;1;1;3;Laboratory Technician;2;Married;7677;9;0;12;4;1;4;6;3;1;1;1;5;0;0
34;0;Travel_Rarely;Research & Development;6;3;Life Sciences;2;1;4;Laboratory Technician;4;Married;35075;0;0;12;2;0;5;3;3;5;0;0;3;-1;2
27;1;Travel_Rarely;Research & Development;1;3;Life Sciences;4;1;2;Laboratory Technician;3;Single;31161;0;1;14;4;0;4;2;1;4;2;2;0;-1;2
22;0;Travel_Rarely;Research & Development;21;3;Medical;4;1;3;Laboratory Technician;4;Married;2871;7;0;20;1;1;4;5;3;0;0;0;5;5;0
36;0;Travel_Rarely;Research & Development;6;3;Medical;4;1;3;Laboratory Technician;1;Single;2994;2;1;13;3;0;18;2;3;1;1;1;5;0;0
33;0;Travel_Frequently;Research & Development;3;4;Medical;1;1;4;Laboratory Technician;4;Married;27247;1;0;22;2;1;8;2;3;6;6;0;0;-1;2
25;0;Travel_Rarely;Research & Development;4;2;Other;3;0;3;Laboratory Technician;4;Divorced;2889;0;0;12;3;1;1;2;3;1;0;0;5;0;0
25;1;Travel_Rarely;Research & Development;1;2;Life Sciences;1;1;2;Laboratory Technician;3;Single;2096;9;1;13;4;0;7;2;3;2;0;0;5;2;0
36;0;Travel_Rarely;Research & Development;5;2;Life Sciences;4;1;3;Laboratory Technician;2;Single;2585;8;0;16;4;0;16;5;4;1;1;1;5;0;0
52;0;Travel_Rarely;Research & Development;3;1;Medical;2;1;3;Laboratory Technician;1;Single;16555;1;1;18;4;0;10;2;3;5;5;5;0;-1;0
26;0;Travel_Rarely;Research & Development;24;3;Medical;1;0;1;Laboratory Technician;3;Single;2867;2;0;14;3;0;8;2;3;7;4;2;2;-1;0
48;0;Travel_Rarely;Research & Development;9;3;Medical;3;0;3;Laboratory Technician;1;Divorced;5486;1;0;11;3;2;12;3;3;2;2;4;5;2;0
56;0;Travel_Rarely;Research & Development;10;3;Medical;3;1;3;Laboratory Technician;1;Married;2066;6;0;20;2;1;17;2;3;3;3;0;5;1;0
29;0;Travel_Frequently;Research & Development;10;3;Other;2;0;3;Laboratory Technician;4;Divorced;1091;1;0;20;1;1;3;3;2;1;1;1;5;0;0
25;0;Travel_Rarely;Research & Development;17;2;Other;4;0;2;Laboratory Technician;2;Married;3669;0;0;21;4;1;1;2;3;1;0;0;5;0;0
36;0;Travel_Rarely;Research & Development;9;5;Medical;4;0;3;Laboratory Technician;3;Divorced;4941;3;1;13;2;1;10;2;3;8;7;28;4;-1;0
42;0;Travel_Frequently;Research & Development;9;4;Life Sciences;3;0;3;Laboratory Technician;1;Divorced;11591;1;0;20;2;2;5;2;3;2;2;0;5;-1;0
35;1;Non-Travel;Research & Development;14;4;Other;3;0;2;Laboratory Technician;2;Divorced;5762;0;1;24;4;1;5;6;1;5;2;0;2;3;0
32;1;Travel_Rarely;Research & Development;24;3;Life Sciences;3;1;2;Laboratory Technician;3;Single;10422;0;1;14;2;0;6;3;3;6;3;0;2;-1;0
37;0;Travel_Rarely;Research & Development;16;2;Medical;4;1;4;Laboratory Technician;4;Divorced;2115;0;1;13;2;2;1;3;2;1;0;0;5;0;0
36;0;Travel_Rarely;Research & Development;1;1;Life Sciences;2;0;3;Manager;3;Divorced;4834;1;1;14;3;1;18;3;3;1;1;1;5;0;0
39;0;Travel_Rarely;Research & Development;5;3;Medical;3;0;2;Manager;1;Single;3069;2;0;12;4;0;14;3;3;10;8;50;4;-1;0
36;0;Travel_Rarely;Research & Development;10;3;Life Sciences;4;0;2;Manager;1;Divorced;2235;4;0;13;2;1;18;3;2;1;1;1;5;0;0
34;0;Travel_Rarely;Research & Development;6;3;Medical;1;1;2;Manager;3;Married;2742;7;0;13;4;0;16;2;3;2;2;4;5;2;0
31;0;Travel_Rarely;Sales;2;4;Life Sciences;3;0;3;Manager;3;Married;4197;0;0;14;4;0;13;2;3;10;10;10;2;-1;0
30;0;Travel_Rarely;Research & Development;4;2;Technical Degree;3;0;3;Manager;4;Married;4152;1;0;11;4;0;12;2;3;11;11;121;1;-1;3
40;0;Travel_Rarely;Research & Development;11;4;Medical;2;1;3;Manager;4;Divorced;10435;3;0;20;1;1;22;2;3;18;12;9;2;-1;0
46;0;Travel_Frequently;Research & Development;13;4;Medical;3;0;2;Manager;2;Divorced;10673;6;1;13;4;2;21;5;3;0;0;0;5;-1;0
34;1;Travel_Rarely;Research & Development;15;1;Medical;2;1;3;Manager;3;Married;19419;7;1;12;4;0;15;2;4;4;4;16;0;-1;2
53;0;Travel_Rarely;Research & Development;8;3;Medical;4;1;3;Manager;3;Divorced;4450;2;1;14;3;3;21;3;3;4;2;0;5;4;0
37;0;Non-Travel;Research & Development;29;4;Life Sciences;2;1;2;Manager;3;Married;4449;0;0;15;2;1;19;2;3;13;7;130;1;-1;3
29;0;Travel_Rarely;Research & Development;1;3;Other;3;0;4;Manager;4;Married;3983;0;0;11;3;1;11;2;3;3;3;0;5;1;0
27;0;Travel_Rarely;Sales;2;3;Marketing;3;1;3;Manager;1;Married;2394;8;0;23;1;0;9;2;3;8;8;64;4;-1;0
52;0;Travel_Frequently;Research & Development;2;2;Other;3;1;3;Manager;4;Married;38989;1;1;11;3;1;26;3;2;9;0;27;3;-1;2
40;0;Travel_Rarely;Sales;5;2;Marketing;4;0;3;Manager;3;Married;2345;6;0;13;2;0;21;2;4;3;0;0;5;1;0
52;0;Travel_Rarely;Sales;29;1;Medical;1;1;3;Manager;3;Married;23333;3;0;21;2;1;15;2;1;5;0;0;0;-1;2
35;0;Travel_Rarely;Research & Development;9;3;Life Sciences;4;0;3;Manager;4;Single;42903;2;0;13;3;0;17;2;2;10;3;0;3;-1;2
36;0;Travel_Rarely;Sales;2;5;Life Sciences;2;0;3;Manager;1;Married;2632;7;0;16;2;1;18;2;3;5;5;25;4;-1;0
28;0;Travel_Rarely;Research & Development;8;3;Life Sciences;2;0;3;Manager;4;Divorced;1563;1;0;13;2;1;10;2;2;1;1;1;5;0;0
36;0;Travel_Frequently;Research & Development;7;2;Medical;3;0;2;Manager;4;Married;14411;1;0;15;1;1;18;2;3;1;1;1;5;-1;0
